time	bass	mid	treble	bass_att	mid_att	treb_att	beat_raw	beat	beat_bass	beat_mid	beat_treble	sub_bass	low_bass	low_mid	mid_high	high_mid	high
2.600	0.3888	0.4973	0.4894	0.5120	0.5368	0.5365	0.0057	0.0028	0.0148	0.0000	0.5626	0.1452	0.2286	0.5127	0.5045	0.1562	0.1113
2.617	0.3955	0.5070	0.4926	0.5097	0.5376	0.5359	0.0047	0.0023	0.0122	0.0000	0.4644	0.1467	0.2328	0.5246	0.5124	0.1573	0.1119
2.633	0.3908	0.5047	0.4943	0.5062	0.5364	0.5351	0.0039	0.0019	0.0101	0.0000	0.3834	0.1439	0.2302	0.5224	0.5110	0.1576	0.1128
2.650	0.3903	0.5047	0.4913	0.5032	0.5356	0.5335	0.8255	0.4127	0.8255	0.0000	0.3165	0.1444	0.2292	0.5233	0.5097	0.1567	0.1122
2.667	0.3903	0.5047	0.4913	0.5032	0.5356	0.5335	0.6814	0.3407	0.6814	0.0000	0.2612	0.1444	0.2292	0.5233	0.5097	0.1567	0.1122
2.683	0.3945	0.5086	0.4948	0.5009	0.5356	0.5331	0.5625	0.2812	0.5625	0.0000	0.2156	0.1454	0.2321	0.5282	0.5135	0.1577	0.1131
2.700	0.3863	0.5025	0.4932	0.4971	0.5337	0.5319	0.4643	0.2322	0.4643	0.0000	0.1780	0.1423	0.2269	0.5200	0.5093	0.1572	0.1128
2.716	0.3917	0.5092	0.4990	0.4950	0.5342	0.5320	0.3833	0.1917	0.3833	0.0000	0.1469	0.1426	0.2305	0.5288	0.5148	0.1591	0.1142
2.734	0.3917	0.5092	0.4990	0.4950	0.5342	0.5320	0.3163	0.1582	0.3163	0.0000	0.1213	0.1426	0.2305	0.5288	0.5148	0.1591	0.1142
2.751	0.3927	0.5083	0.5024	0.4926	0.5334	0.5318	0.2610	0.1305	0.2610	0.0000	0.1001	0.1437	0.2308	0.5277	0.5141	0.1601	0.1151
2.767	0.3811	0.4986	0.5014	0.4885	0.5309	0.5308	0.2154	0.1077	0.2154	0.0000	0.0826	0.1408	0.2235	0.5142	0.5084	0.1599	0.1149
2.783	0.3883	0.5049	0.5090	0.4867	0.5313	0.5315	0.1778	0.0889	0.1778	0.0000	0.0682	0.1436	0.2272	0.5202	0.5153	0.1624	0.1166
2.800	0.3747	0.4976	0.5132	0.4825	0.5293	0.5318	0.1468	0.0734	0.1468	0.0000	0.0563	0.1394	0.2193	0.5080	0.5129	0.1639	0.1176
2.817	0.3747	0.4976	0.5132	0.4825	0.5293	0.5318	0.1211	0.0606	0.1211	0.0000	0.0464	0.1394	0.2193	0.5080	0.5129	0.1639	0.1176
2.834	0.3720	0.5008	0.5250	0.4794	0.5291	0.5335	0.1000	0.0500	0.1000	0.0000	0.8254	0.1378	0.2176	0.5086	0.5189	0.1677	0.1203
2.850	0.3665	0.4999	0.5309	0.4759	0.5282	0.5344	0.0825	0.0413	0.0825	0.0000	0.6812	0.1356	0.2142	0.5047	0.5213	0.1698	0.1216
2.867	0.3673	0.5022	0.5361	0.4733	0.5279	0.5353	0.0681	0.0341	0.0681	0.0000	0.5622	0.1348	0.2144	0.5066	0.5243	0.1715	0.1229
2.884	0.3920	0.5041	0.5416	0.4738	0.5276	0.5364	0.0562	0.0281	0.0562	0.0000	0.4641	0.1460	0.2282	0.5092	0.5259	0.1733	0.1244
2.900	0.3920	0.5041	0.5416	0.4738	0.5276	0.5364	0.0464	0.0232	0.0464	0.0000	0.3831	0.1460	0.2282	0.5092	0.5259	0.1733	0.1244
2.916	0.4207	0.5169	0.5549	0.4755	0.5294	0.5390	0.0383	0.0192	0.0383	0.8257	0.3163	0.1553	0.2447	0.5246	0.5370	0.1775	0.1278
2.934	0.4418	0.5306	0.5933	0.4769	0.5317	0.5467	0.0316	0.0158	0.0316	0.6814	0.2610	0.1663	0.2563	0.5320	0.5575	0.1894	0.1376
2.950	0.4852	0.5400	0.6095	0.4817	0.5334	0.5509	0.0261	0.0131	0.0261	0.5627	0.2156	0.1833	0.2808	0.5455	0.5635	0.1938	0.1428
2.968	0.4852	0.5400	0.6095	0.4817	0.5334	0.5509	0.0215	0.0108	0.0215	0.4644	0.1779	0.1833	0.2808	0.5455	0.5635	0.1938	0.1428
2.984	0.4918	0.5366	0.6181	0.4826	0.5330	0.5540	0.0178	0.0089	0.0178	0.3833	0.1468	0.1890	0.2836	0.5388	0.5633	0.1962	0.1457
3.000	0.5216	0.5478	0.6219	0.4867	0.5352	0.5564	0.0147	0.0073	0.0147	0.3165	0.1212	0.2030	0.2998	0.5549	0.5703	0.1975	0.1468
3.017	0.5245	0.5510	0.6279	0.4880	0.5361	0.5592	0.0121	0.0061	0.0121	0.2612	0.1001	0.2036	0.3010	0.5577	0.5741	0.1993	0.1486
3.034	0.5259	0.5530	0.6290	0.4891	0.5368	0.5611	0.0100	0.0050	0.0100	0.2156	0.0826	0.2029	0.3028	0.5610	0.5752	0.1998	0.1489
3.050	0.5259	0.5530	0.6290	0.4891	0.5368	0.5611	0.0083	0.0041	0.0083	0.1780	0.0682	0.2029	0.3028	0.5610	0.5752	0.1998	0.1489
3.066	0.5572	0.5579	0.6283	0.4941	0.5382	0.5627	0.8258	0.4129	0.8258	0.1470	0.0563	0.2144	0.3208	0.5714	0.5748	0.1998	0.1487
3.084	0.5574	0.5584	0.6275	0.4957	0.5388	0.5642	0.6816	0.3408	0.6816	0.1213	0.0465	0.2148	0.3206	0.5727	0.5747	0.1998	0.1484
3.100	0.5538	0.5570	0.6227	0.4968	0.5390	0.5649	0.5627	0.2813	0.5627	0.1002	0.0384	0.2155	0.3179	0.5713	0.5734	0.1987	0.1468
3.117	0.5538	0.5570	0.6227	0.4968	0.5390	0.5649	0.4646	0.2323	0.4646	0.0827	0.0317	0.2155	0.3179	0.5713	0.5734	0.1987	0.1468
3.133	0.5643	0.5540	0.6175	0.4996	0.5389	0.5654	0.3837	0.1918	0.3837	0.0683	0.8258	0.2250	0.3218	0.5689	0.5696	0.1971	0.1456
3.151	0.5680	0.5499	0.6045	0.5018	0.5385	0.5642	0.3166	0.1583	0.3166	0.0564	0.6816	0.2273	0.3237	0.5666	0.5618	0.1932	0.1423
3.167	0.5619	0.5511	0.5994	0.5026	0.5390	0.5643	0.2614	0.1307	0.2614	0.8255	0.5626	0.2220	0.3212	0.5701	0.5625	0.1918	0.1409
3.183	0.5784	0.5513	0.5908	0.5063	0.5394	0.5635	0.2159	0.1079	0.2159	0.6817	0.4646	0.2294	0.3303	0.5737	0.5593	0.1894	0.1384
3.199	0.5784	0.5513	0.5908	0.5063	0.5394	0.5635	0.1783	0.0891	0.1783	0.5630	0.3837	0.2294	0.3303	0.5737	0.5593	0.1894	0.1384
3.217	0.5720	0.5509	0.5802	0.5073	0.5396	0.5622	0.1472	0.0736	0.1472	0.4648	0.3168	0.2262	0.3271	0.5753	0.5563	0.1864	0.1355
3.233	0.5796	0.5537	0.5764	0.5099	0.5404	0.5620	0.1216	0.0608	0.1216	0.3839	0.2616	0.2255	0.3332	0.5807	0.5570	0.1853	0.1344
3.249	0.5881	0.5525	0.5693	0.5128	0.5405	0.5610	0.1004	0.0502	0.1004	0.3171	0.2161	0.2276	0.3370	0.5799	0.5544	0.1833	0.1324
3.267	0.5865	0.5522	0.5599	0.5145	0.5408	0.5594	0.0829	0.0414	0.0829	0.2618	0.1784	0.2350	0.3350	0.5822	0.5523	0.1805	0.1298
3.283	0.5865	0.5522	0.5599	0.5145	0.5408	0.5594	0.0684	0.0342	0.0684	0.2161	0.1473	0.2350	0.3350	0.5822	0.5523	0.1805	0.1298
3.300	0.5919	0.5509	0.5572	0.5170	0.5408	0.5589	0.0565	0.0283	0.0565	0.1784	0.1216	0.2373	0.3376	0.5812	0.5508	0.1799	0.1288
3.317	0.5884	0.5530	0.5543	0.5184	0.5415	0.5583	0.0466	0.0233	0.0466	0.1473	0.1004	0.2386	0.3354	0.5835	0.5528	0.1792	0.1278
3.333	0.5837	0.5484	0.5485	0.5196	0.5409	0.5571	0.0385	0.0193	0.0385	0.1216	0.0829	0.2348	0.3334	0.5785	0.5484	0.1774	0.1262
3.350	0.5837	0.5484	0.5485	0.5196	0.5409	0.5571	0.0318	0.0159	0.0318	0.1004	0.0684	0.2348	0.3334	0.5785	0.5484	0.1774	0.1262
3.366	0.5810	0.5475	0.5448	0.5209	0.5409	0.5562	0.0262	0.0131	0.0262	0.0829	0.0565	0.2308	0.3329	0.5781	0.5470	0.1763	0.1252
3.383	0.5605	0.5377	0.5313	0.5197	0.5392	0.5534	0.0217	0.0108	0.0217	0.0684	0.0466	0.2208	0.3219	0.5682	0.5365	0.1720	0.1221
3.400	0.5559	0.5289	0.5215	0.5201	0.5375	0.5510	0.0179	0.0089	0.0179	0.0565	0.0385	0.2185	0.3189	0.5605	0.5260	0.1687	0.1199
3.417	0.5371	0.5202	0.5121	0.5186	0.5357	0.5484	0.0148	0.0074	0.0148	0.0466	0.0318	0.2107	0.3087	0.5501	0.5187	0.1656	0.1178
3.433	0.5371	0.5202	0.5121	0.5186	0.5357	0.5484	0.0122	0.0061	0.0122	0.0385	0.0262	0.2107	0.3087	0.5501	0.5187	0.1656	0.1178
3.450	0.5246	0.5208	0.5069	0.5174	0.5354	0.5465	0.0101	0.0050	0.0101	0.0318	0.0217	0.2032	0.3023	0.5509	0.5189	0.1639	0.1166
3.467	0.5106	0.5197	0.5017	0.5158	0.5348	0.5445	0.0083	0.0042	0.0083	0.0262	0.0179	0.1960	0.2952	0.5486	0.5191	0.1623	0.1152
3.483	0.5041	0.5159	0.4944	0.5148	0.5337	0.5421	0.8255	0.4127	0.8255	0.0217	0.0148	0.1918	0.2918	0.5442	0.5159	0.1600	0.1134
3.500	0.5041	0.5159	0.4944	0.5148	0.5337	0.5421	0.6815	0.3407	0.6815	0.0179	0.0122	0.1918	0.2918	0.5442	0.5159	0.1600	0.1134
3.517	0.4860	0.5111	0.4871	0.5122	0.5323	0.5395	0.5626	0.2813	0.5626	0.0148	0.0101	0.1846	0.2817	0.5382	0.5123	0.1576	0.1117
3.533	0.4759	0.5067	0.4815	0.5102	0.5310	0.5371	0.4644	0.2322	0.4644	0.0122	0.0083	0.1799	0.2761	0.5330	0.5085	0.1558	0.1105
3.549	0.4628	0.4981	0.4724	0.5076	0.5287	0.5340	0.3835	0.1918	0.3835	0.0101	0.0069	0.1764	0.2680	0.5244	0.4994	0.1526	0.1087
3.567	0.4509	0.4911	0.4629	0.5049	0.5266	0.5306	0.3166	0.1583	0.3166	0.0083	0.0057	0.1705	0.2616	0.5180	0.4914	0.1494	0.1067
3.583	0.4509	0.4911	0.4629	0.5049	0.5266	0.5306	0.2613	0.1307	0.2613	0.0069	0.0047	0.1705	0.2616	0.5180	0.4914	0.1494	0.1067
3.599	0.4499	0.4803	0.4427	0.5034	0.5237	0.5251	0.2158	0.1079	0.2158	0.0057	0.0039	0.1720	0.2601	0.5113	0.4753	0.1429	0.1020
3.616	0.4440	0.4664	0.4151	0.5013	0.5200	0.5178	0.1782	0.0891	0.1782	0.0047	0.0032	0.1688	0.2572	0.5038	0.4524	0.1339	0.0957
3.633	0.4518	0.4818	0.4150	0.5009	0.5215	0.5152	0.1471	0.0736	0.1471	0.0039	0.0026	0.1687	0.2628	0.5245	0.4634	0.1340	0.0953
3.651	0.4518	0.4818	0.4150	0.5009	0.5215	0.5152	0.1214	0.0607	0.1214	0.0032	0.0022	0.1687	0.2628	0.5245	0.4634	0.1340	0.0953
3.667	0.4525	0.5010	0.4229	0.4997	0.5242	0.5142	0.1002	0.0501	0.1002	0.0026	0.0018	0.1661	0.2640	0.5456	0.4823	0.1367	0.0967
3.684	0.4530	0.5097	0.4258	0.4986	0.5252	0.5124	0.0827	0.0414	0.0827	0.0022	0.0015	0.1654	0.2646	0.5554	0.4902	0.1375	0.0974
3.701	0.4429	0.5111	0.4253	0.4961	0.5251	0.5101	0.0682	0.0341	0.0682	0.0018	0.0012	0.1601	0.2589	0.5583	0.4913	0.1371	0.0976
3.717	0.4314	0.5086	0.4211	0.4933	0.5243	0.5072	0.0563	0.0282	0.0563	0.0015	0.0010	0.1569	0.2520	0.5554	0.4894	0.1358	0.0965
3.734	0.4314	0.5086	0.4211	0.4933	0.5243	0.5072	0.0465	0.0232	0.0465	0.0012	0.0008	0.1569	0.2520	0.5554	0.4894	0.1358	0.0965
3.750	0.4219	0.4995	0.4108	0.4904	0.5221	0.5030	0.0384	0.0192	0.0384	0.0010	0.0007	0.1528	0.2466	0.5473	0.4788	0.1325	0.0939
3.767	0.3935	0.4690	0.3938	0.4850	0.5158	0.4975	0.0317	0.0158	0.0317	0.0008	0.0006	0.1447	0.2292	0.5124	0.4518	0.1269	0.0902
3.784	0.3714	0.4450	0.3788	0.4798	0.5101	0.4920	0.0261	0.0131	0.0261	0.0007	0.0005	0.1375	0.2157	0.4851	0.4300	0.1218	0.0872
3.800	0.3714	0.4450	0.3788	0.4798	0.5101	0.4920	0.0216	0.0108	0.0216	0.0006	0.0004	0.1375	0.2157	0.4851	0.4300	0.1218	0.0872
3.817	0.3548	0.4215	0.3647	0.4749	0.5040	0.4865	0.0178	0.0089	0.0178	0.0005	0.0003	0.1337	0.2055	0.4601	0.4067	0.1164	0.0850
3.834	0.3411	0.4050	0.3548	0.4701	0.4988	0.4815	0.0147	0.0074	0.0147	0.0004	0.0003	0.1297	0.1972	0.4419	0.3910	0.1125	0.0838
3.850	0.3232	0.3855	0.3483	0.4645	0.4927	0.4771	0.0121	0.0061	0.0121	0.0003	0.0002	0.1233	0.1867	0.4198	0.3734	0.1092	0.0839
3.867	0.3268	0.3793	0.3456	0.4613	0.4888	0.4733	0.0100	0.0050	0.0100	0.0003	0.0002	0.1258	0.1881	0.4141	0.3664	0.1074	0.0846
3.883	0.3268	0.3793	0.3456	0.4613	0.4888	0.4733	0.0083	0.0041	0.0083	0.0002	0.0001	0.1258	0.1881	0.4141	0.3664	0.1074	0.0846
3.900	0.3274	0.3700	0.3434	0.4580	0.4843	0.4697	0.0068	0.0034	0.0068	0.0002	0.0001	0.1305	0.1867	0.4038	0.3578	0.1057	0.0854
3.916	0.3335	0.3631	0.3403	0.4555	0.4801	0.4659	0.8257	0.4129	0.8257	0.0001	0.0001	0.1365	0.1890	0.3966	0.3506	0.1039	0.0857
3.934	0.3253	0.3549	0.3341	0.4514	0.4756	0.4616	0.6815	0.3408	0.6815	0.0001	0.0001	0.1316	0.1851	0.3873	0.3433	0.1019	0.0844
3.950	0.3162	0.3473	0.3248	0.4470	0.4711	0.4566	0.5627	0.2813	0.5627	0.0001	0.0001	0.1267	0.1803	0.3790	0.3360	0.0995	0.0815
3.967	0.3296	0.3498	0.3196	0.4454	0.4685	0.4523	0.4644	0.2322	0.4644	0.0001	0.0001	0.1311	0.1884	0.3835	0.3365	0.0985	0.0791
3.984	0.3296	0.3498	0.3196	0.4454	0.4685	0.4523	0.3833	0.1916	0.3833	0.0001	0.0000	0.1311	0.1884	0.3835	0.3365	0.0985	0.0791
4.001	0.3536	0.3799	0.3324	0.4456	0.4711	0.4513	0.3163	0.1582	0.3163	0.0001	0.0000	0.1358	0.2035	0.4175	0.3645	0.1034	0.0808
4.017	0.3610	0.3962	0.3407	0.4443	0.4719	0.4499	0.2611	0.1305	0.2611	0.0000	0.0000	0.1367	0.2086	0.4347	0.3813	0.1068	0.0816
4.033	0.3641	0.4121	0.3494	0.4426	0.4730	0.4488	0.2156	0.1078	0.2156	0.0000	0.0000	0.1347	0.2112	0.4513	0.3975	0.1102	0.0827
4.051	0.3641	0.4121	0.3494	0.4426	0.4730	0.4488	0.1779	0.0890	0.1779	0.0000	0.0000	0.1347	0.2112	0.4513	0.3975	0.1102	0.0827
4.067	0.3686	0.4221	0.3548	0.4412	0.4733	0.4473	0.1468	0.0734	0.1468	0.0000	0.0000	0.1340	0.2148	0.4622	0.4076	0.1123	0.0832
4.084	0.3698	0.4265	0.3579	0.4395	0.4729	0.4455	0.1212	0.0606	0.1212	0.0000	0.0000	0.1345	0.2152	0.4661	0.4131	0.1137	0.0833
4.099	0.3628	0.4279	0.3619	0.4368	0.4720	0.4440	0.1001	0.0501	0.1001	0.0000	0.0000	0.1314	0.2113	0.4653	0.4171	0.1152	0.0838
4.117	0.3734	0.4382	0.3672	0.4363	0.4728	0.4430	0.0827	0.0413	0.0827	0.0000	0.0000	0.1349	0.2177	0.4768	0.4274	0.1172	0.0844
4.133	0.3734	0.4382	0.3672	0.4363	0.4728	0.4430	0.0682	0.0341	0.0682	0.0000	0.0000	0.1349	0.2177	0.4768	0.4274	0.1172	0.0844
4.150	0.3717	0.4424	0.3714	0.4345	0.4727	0.4419	0.0563	0.0282	0.0563	0.0000	0.0000	0.1344	0.2163	0.4805	0.4328	0.1187	0.0851
4.166	0.3766	0.4495	0.3765	0.4336	0.4733	0.4410	0.0465	0.0233	0.0465	0.0000	0.0000	0.1397	0.2179	0.4876	0.4407	0.1206	0.0859
4.184	0.3759	0.4508	0.3773	0.4320	0.4729	0.4395	0.0384	0.0192	0.0384	0.0000	0.0000	0.1396	0.2175	0.4898	0.4415	0.1209	0.0859
4.200	0.3799	0.4619	0.3825	0.4311	0.4745	0.4390	0.0317	0.0159	0.0317	0.0000	0.0000	0.1388	0.2205	0.5025	0.4518	0.1227	0.0869
4.217	0.3799	0.4619	0.3825	0.4311	0.4745	0.4390	0.0262	0.0131	0.0262	0.0000	0.0000	0.1388	0.2205	0.5025	0.4518	0.1227	0.0869
4.233	0.3844	0.4645	0.3828	0.4304	0.4746	0.4376	0.0216	0.0108	0.0216	0.0000	0.0000	0.1390	0.2234	0.5065	0.4534	0.1228	0.0868
4.250	0.3901	0.4713	0.3827	0.4300	0.4757	0.4362	0.0178	0.0089	0.0178	0.0000	0.0000	0.1395	0.2271	0.5154	0.4590	0.1230	0.0864
4.267	0.3941	0.4725	0.3813	0.4295	0.4758	0.4346	0.0147	0.0074	0.0147	0.0000	0.0000	0.1423	0.2289	0.5173	0.4594	0.1225	0.0860
4.283	0.3941	0.4725	0.3813	0.4295	0.4758	0.4346	0.0122	0.0061	0.0122	0.0000	0.0000	0.1423	0.2289	0.5173	0.4594	0.1225	0.0860
4.300	0.3944	0.4761	0.3821	0.4287	0.4764	0.4334	0.0100	0.0050	0.0100	0.0000	0.0000	0.1413	0.2291	0.5217	0.4629	0.1227	0.0862
4.316	0.4010	0.4803	0.3801	0.4287	0.4772	0.4317	0.0083	0.0041	0.0083	0.0000	0.0000	0.1461	0.2321	0.5280	0.4652	0.1221	0.0855
4.333	0.4039	0.4853	0.3830	0.4283	0.4782	0.4309	0.0068	0.0034	0.0068	0.0000	0.0000	0.1495	0.2331	0.5327	0.4708	0.1231	0.0859
4.350	0.4048	0.4903	0.3879	0.4278	0.4793	0.4307	0.0057	0.0028	0.0057	0.0000	0.0000	0.1467	0.2346	0.5393	0.4760	0.1245	0.0873
4.366	0.4048	0.4903	0.3879	0.4278	0.4793	0.4307	0.0047	0.0023	0.0047	0.0000	0.0000	0.1467	0.2346	0.5393	0.4760	0.1245	0.0873
4.383	0.4102	0.4942	0.3876	0.4280	0.4803	0.4295	0.0039	0.0019	0.0039	0.0000	0.0000	0.1468	0.2382	0.5447	0.4786	0.1244	0.0870
4.400	0.4928	0.5057	0.3951	0.4383	0.4829	0.4299	0.8256	0.4128	0.8256	0.0000	0.0000	0.1879	0.2817	0.5623	0.4829	0.1264	0.0892
4.417	0.5877	0.4992	0.3897	0.4521	0.4822	0.4280	0.6816	0.3408	0.6816	0.0000	0.0000	0.2603	0.3188	0.5579	0.4743	0.1244	0.0882
4.433	0.5877	0.4992	0.3897	0.4521	0.4822	0.4280	0.5627	0.2813	0.5627	0.0000	0.0000	0.2603	0.3188	0.5579	0.4743	0.1244	0.0882
4.450	0.5894	0.4930	0.3827	0.4557	0.4815	0.4257	0.4646	0.2323	0.4646	0.0000	0.0000	0.2820	0.3115	0.5523	0.4674	0.1222	0.0863
4.467	0.6158	0.4893	0.3732	0.4626	0.4811	0.4228	0.3835	0.1918	0.3835	0.0000	0.0000	0.2977	0.3269	0.5517	0.4589	0.1192	0.0839
4.483	0.6117	0.4844	0.3669	0.4659	0.4803	0.4203	0.3166	0.1583	0.3166	0.0000	0.0000	0.2915	0.3272	0.5488	0.4513	0.1171	0.0823
4.500	0.6209	0.4855	0.3625	0.4708	0.4807	0.4182	0.2614	0.1307	0.2614	0.0000	0.0000	0.2959	0.3329	0.5537	0.4478	0.1158	0.0811
4.517	0.6209	0.4855	0.3625	0.4708	0.4807	0.4182	0.2158	0.1079	0.2158	0.0000	0.0000	0.2959	0.3329	0.5537	0.4478	0.1158	0.0811
4.533	0.6329	0.4903	0.3627	0.4762	0.4817	0.4168	0.1782	0.0891	0.1782	0.0000	0.0000	0.2979	0.3420	0.5621	0.4485	0.1158	0.0809
4.549	0.6292	0.4955	0.3652	0.4796	0.4829	0.4159	0.1472	0.0736	0.1472	0.0000	0.8258	0.2887	0.3420	0.5685	0.4525	0.1166	0.0811
4.567	0.6029	0.4903	0.3634	0.4800	0.4822	0.4143	0.1215	0.0607	0.1215	0.0000	0.6817	0.2777	0.3295	0.5612	0.4494	0.1159	0.0806
4.583	0.6029	0.4903	0.3634	0.4800	0.4822	0.4143	0.1003	0.0501	0.1003	0.0000	0.5627	0.2777	0.3295	0.5612	0.4494	0.1159	0.0806
4.599	0.6233	0.4925	0.3666	0.4857	0.4828	0.4136	0.0828	0.0414	0.0828	0.0000	0.4647	0.2886	0.3405	0.5650	0.4501	0.1167	0.0814
4.617	0.6430	0.5007	0.3690	0.4918	0.4846	0.4129	0.0684	0.0342	0.0684	0.0000	0.3836	0.2899	0.3554	0.5770	0.4541	0.1173	0.0817
4.633	0.6353	0.4959	0.3643	0.4946	0.4841	0.4109	0.0564	0.0282	0.0564	0.0000	0.3166	0.2791	0.3535	0.5728	0.4480	0.1157	0.0805
4.650	0.6343	0.4947	0.3619	0.4981	0.4842	0.4092	0.0466	0.0233	0.0466	0.0000	0.2614	0.2884	0.3501	0.5708	0.4467	0.1150	0.0797
4.667	0.6343	0.4947	0.3619	0.4981	0.4842	0.4092	0.0384	0.0192	0.0384	0.0000	0.2157	0.2884	0.3501	0.5708	0.4467	0.1150	0.0797
4.683	0.6274	0.4932	0.3649	0.5006	0.4842	0.4086	0.0318	0.0159	0.0318	0.0000	0.1782	0.2794	0.3490	0.5702	0.4449	0.1153	0.0810
4.700	0.6260	0.4953	0.3622	0.5036	0.4848	0.4070	0.0262	0.0131	0.0262	0.0000	0.1471	0.2728	0.3511	0.5741	0.4449	0.1144	0.0802
4.716	0.6299	0.4954	0.3579	0.5072	0.4851	0.4050	0.0216	0.0108	0.0216	0.0000	0.1214	0.2728	0.3539	0.5757	0.4427	0.1132	0.0788
4.733	0.6279	0.4935	0.3546	0.5101	0.4850	0.4032	0.0179	0.0089	0.0179	0.0000	0.1002	0.2775	0.3514	0.5738	0.4402	0.1120	0.0779
4.750	0.6279	0.4935	0.3546	0.5101	0.4850	0.4032	0.0147	0.0074	0.0147	0.0000	0.0827	0.2775	0.3514	0.5738	0.4402	0.1120	0.0779
4.767	0.6152	0.4948	0.3545	0.5114	0.4855	0.4020	0.0122	0.0061	0.0122	0.0000	0.8255	0.2659	0.3469	0.5765	0.4407	0.1118	0.0778
4.784	0.5994	0.4912	0.3504	0.5120	0.4850	0.4000	0.0100	0.0050	0.0100	0.0000	0.6814	0.2563	0.3396	0.5719	0.4377	0.1105	0.0767
4.800	0.5887	0.4915	0.3505	0.5128	0.4852	0.3988	0.0083	0.0041	0.0083	0.8255	0.5625	0.2490	0.3349	0.5724	0.4379	0.1103	0.0768
4.817	0.5887	0.4915	0.3505	0.5128	0.4852	0.3988	0.0068	0.0034	0.0068	0.6814	0.4643	0.2490	0.3349	0.5724	0.4379	0.1103	0.0768
4.833	0.5665	0.4894	0.3483	0.5118	0.4850	0.3971	0.0057	0.0028	0.0057	0.5625	0.3832	0.2367	0.3235	0.5688	0.4374	0.1096	0.0759
4.850	0.5596	0.4904	0.3462	0.5123	0.4853	0.3955	0.8255	0.4128	0.8255	0.4643	0.3164	0.2294	0.3215	0.5704	0.4378	0.1090	0.0752
4.867	0.5529	0.4884	0.3432	0.5126	0.4850	0.3937	0.6814	0.3407	0.6814	0.3833	0.2611	0.2262	0.3183	0.5683	0.4351	0.1080	0.0743
4.883	0.5462	0.4932	0.3483	0.5128	0.4860	0.3934	0.5626	0.2813	0.5626	0.3164	0.2156	0.2200	0.3160	0.5737	0.4404	0.1093	0.0757
4.900	0.5462	0.4932	0.3483	0.5128	0.4860	0.3934	0.4644	0.2322	0.4644	0.2612	0.1780	0.2200	0.3160	0.5737	0.4404	0.1093	0.0757
4.917	0.5291	0.4872	0.3428	0.5114	0.4851	0.3912	0.3833	0.1917	0.3833	0.2156	0.1469	0.2112	0.3067	0.5668	0.4351	0.1075	0.0743
4.933	0.5281	0.4884	0.3396	0.5117	0.4854	0.3894	0.3164	0.1582	0.3164	0.1780	0.1213	0.2107	0.3067	0.5688	0.4351	0.1066	0.0732
4.950	0.5199	0.4852	0.3392	0.5110	0.4848	0.3880	0.2612	0.1306	0.2612	0.1469	0.1001	0.2070	0.3016	0.5637	0.4336	0.1063	0.0731
4.966	0.5199	0.4852	0.3392	0.5110	0.4848	0.3880	0.2157	0.1078	0.2157	0.1213	0.0827	0.2070	0.3016	0.5637	0.4336	0.1063	0.0731
4.983	0.4931	0.4747	0.3347	0.5077	0.4829	0.3859	0.1780	0.0890	0.1780	0.1001	0.0682	0.1940	0.2879	0.5512	0.4257	0.1047	0.0723
5.000	0.4779	0.4737	0.3339	0.5054	0.4825	0.3845	0.1470	0.0735	0.1470	0.0827	0.8255	0.1848	0.2801	0.5493	0.4258	0.1044	0.0719
5.017	0.4668	0.4653	0.3295	0.5032	0.4807	0.3824	0.1213	0.0607	0.1213	0.0682	0.6814	0.1798	0.2738	0.5395	0.4185	0.1028	0.0710
5.033	0.4593	0.4676	0.3288	0.5013	0.4807	0.3809	0.1002	0.0501	0.1002	0.0563	0.5627	0.1750	0.2699	0.5415	0.4209	0.1027	0.0705
5.050	0.4593	0.4676	0.3288	0.5013	0.4807	0.3809	0.0827	0.0414	0.0827	0.0465	0.4645	0.1750	0.2699	0.5415	0.4209	0.1027	0.0705
5.066	0.4479	0.4703	0.3330	0.4988	0.4809	0.3804	0.0683	0.0341	0.0683	0.0384	0.3835	0.1674	0.2646	0.5432	0.4261	0.1039	0.0714
5.083	0.4353	0.4677	0.3304	0.4959	0.4801	0.3787	0.0564	0.0282	0.0564	0.0317	0.3167	0.1598	0.2581	0.5397	0.4246	0.1031	0.0706
5.099	0.4300	0.4683	0.3295	0.4936	0.4799	0.3773	0.0466	0.0233	0.0466	0.0262	0.2615	0.1568	0.2553	0.5402	0.4256	0.1028	0.0703
5.117	0.4300	0.4683	0.3295	0.4936	0.4799	0.3773	0.0384	0.0192	0.0384	0.0216	0.2159	0.1568	0.2553	0.5402	0.4256	0.1028	0.0703
5.134	0.4176	0.4631	0.3273	0.4904	0.4786	0.3757	0.0317	0.0159	0.0317	0.0178	0.1781	0.1522	0.2478	0.5332	0.4213	0.1018	0.0700
5.150	0.4095	0.4559	0.3259	0.4875	0.4769	0.3742	0.0262	0.0131	0.0262	0.0147	0.8253	0.1470	0.2438	0.5258	0.4153	0.1010	0.0702
5.167	0.4008	0.4505	0.3221	0.4844	0.4753	0.3722	0.0216	0.0108	0.0216	0.0121	0.6810	0.1441	0.2386	0.5195	0.4107	0.0997	0.0693
5.184	0.3923	0.4441	0.3168	0.4811	0.4735	0.3700	0.0178	0.0089	0.0178	0.0100	0.5620	0.1404	0.2338	0.5121	0.4051	0.0981	0.0681
